id,tagged_sentence
163,"[('The', 'AT'), ('attitudes', 'NN'), ('which', 'WD'), ('the', 'AT'), ('Rebs', 'NN'), ('and', 'CC'), ('Yanks', 'PP'), ('took', 'VB'), ('toward', 'IN'), ('each', 'DT'), ('other', 'AP'), ('were', 'BE'), ('very', 'QL'), ('much', 'RB'), ('the', 'AT'), ('same', 'AP'), ('and', 'CC'), ('ranged', 'NN'), ('over', 'IN'), ('the', 'AT'), ('same', 'AP'), ('gamut', 'NN'), ('of', 'IN'), ('feeling', 'NN'), (',', ','), ('from', 'IN'), ('friendliness', 'VB'), ('to', 'IN'), ('extreme', 'JJ'), ('hatred', 'NN'), ('.', '.')]"
164,"[('In', 'IN'), ('spite', 'NN'), ('of', 'IN'), ('this', 'DT'), ('catastrophe', 'IN'), ('the', 'AT'), ('final', 'JJ'), ('mortality', 'JJ'), ('figure', 'NN'), ('from', 'IN'), ('disease', 'NN'), ('in', 'IN'), ('the', 'AT'), ('American', 'JJ'), ('Army', 'NN'), ('during', 'IN'), ('World', 'NN'), ('War', 'NN'), ('1', 'CD'), (',', ','), ('was', 'BE'), ('15', 'CD'), ('per', 'IN'), ('1,000', 'CD'), ('per', 'IN'), ('year', 'NN'), (',', ','), ('contrasted', 'NN'), ('with', 'IN'), ('110', 'CD'), ('per', 'IN'), ('1,000', 'CD'), ('per', 'IN'), ('year', 'NN'), ('in', 'IN'), ('the', 'AT'), ('Mexican', 'JJ'), ('War', 'NN'), (',', ','), ('and', 'CC'), ('65', 'NN'), ('in', 'IN'), ('the', 'AT'), ('American', 'JJ'), ('Civil', 'JJ'), ('War', 'NN'), ('.', '.')]"
168,"[('Then', 'RB'), ('he', 'PP'), ('might', 'MD'), ('finally', 'TO'), ('recognize', 'VB'), ('it', 'PP'), (',', ','), ('apparently', 'RB'), ('by', 'IN'), ('combining', 'VB'), ('the', 'AT'), ('visual', 'JJ'), ('blot', 'NN'), (',', ','), ('actually', 'RB'), ('being', 'BE'), ('seen', 'VB'), (',', ','), ('with', 'IN'), ('tactual', 'JJ'), ('feelings', 'NN'), ('in', 'IN'), ('the', 'AT'), ('head', 'NN'), ('or', 'CC'), ('body', 'NN'), ('accompanying', 'VB'), ('the', 'AT'), ('tracing', 'VB'), ('movements', 'NN'), ('.', '.')]"
172,"[(')', ')'), ('4', 'NN'), ('.', '.')]"
175,"[('How', 'WR'), ('about', 'IN'), ('it', 'PP'), (""''"", ""''""), ('?', '.'), ('?', '.')]"
178,"[('We', 'PP'), ('live', 'VB'), ('down', 'RP'), ('by', 'IN'), ('the', 'AT'), ('Base', 'NN'), ('commissary', 'NN'), ('.', '.')]"
188,"[('When', 'WR'), ('he', 'PP'), ('rose', 'VB'), ('in', 'IN'), ('the', 'AT'), ('morning', 'NN'), (',', ','), ('the', 'AT'), ('image', 'NN'), ('was', 'BE'), ('still', 'RB'), ('there', 'RB'), ('.', '.')]"
189,"[('Well', 'RB'), (',', ','), ('after', 'IN'), ('everybody', 'NN'), ('has', 'HV'), ('followed', 'VB'), ('the', 'AT'), ('New', 'JJ'), ('England', 'NP'), ('pattern', 'NN'), ('of', 'IN'), ('segregating', 'RN'), (""one's"", 'AT'), ('children', 'NN'), ('into', 'IN'), ('private', 'JJ'), ('schools', 'NN'), (',', ','), ('only', 'RB'), ('the', 'AT'), ('poor', 'JJ'), ('folks', 'NN'), ('are', 'BE'), ('left', 'VB'), ('.', '.')]"
191,"[('She', 'PP'), ('wanted', 'VB'), ('to', 'TO'), ('make', 'VB'), ('a', 'AT'), ('more', 'QL'), ('equitable', 'JJ'), ('distribution', 'NN'), ('of', 'IN'), ('it', 'PP'), ('among', 'IN'), ('the', 'AT'), ('groups', 'NN'), ('that', 'WP'), ('would', 'MD'), ('benefit', 'VB'), ('the', 'AT'), ('most', '.'), (';', '.'), (';', '.')]"
194,"[('There', 'EX'), ('have', 'HV'), ('always', 'RB'), ('been', 'BE'), ('tales', 'NN'), ('of', 'IN'), ('disillusionment', 'NN'), ('--', '--'), ('the', 'AT'), ('competent', 'JJ'), ('technician', 'NN'), ('who', 'WP'), ('became', 'VB'), ('an', 'AT'), ('administrator', 'NN'), (',', ','), ('willingly', 'NN'), ('or', 'CC'), ('not', 'NN'), (',', ','), ('and', 'CC'), ('found', 'VB'), ('he', 'PP'), (""didn't"", 'DO'), ('like', 'VB'), ('it', 'PP'), (';', '.'), (';', '.')]"
198,"[('A', 'AT'), ('good', 'JJ'), ('word', 'NN'), ('for', 'IN'), ('it', 'PP'), ('is', 'BE'), ('fellowship', 'NN'), ('.', '.')]"
201,"[('The', 'AT'), ('ordinance', 'NN'), ('would', 'MD'), ('increase', 'VB'), ('fees', 'NN'), ('from', 'IN'), ('$1', 'NN'), ('for', 'IN'), ('males', 'NN'), ('and', 'CC'), ('$2', 'NN'), ('for', 'IN'), ('females', 'NN'), ('to', 'IN'), ('a', 'AT'), ('flat', 'JJ'), ('$5', 'IN'), ('a', 'AT'), ('dog', 'NN'), ('.', '.')]"
204,"[('The', 'AT'), ('answer', 'NN'), ('is', 'BE'), ('different', 'JJ'), ('for', 'IN'), ('each', 'DT'), ('autistic', 'AT'), ('child', 'NN'), (',', ','), ('but', 'CC'), ('for', 'IN'), ('most', 'AP'), ('there', 'NN'), ('is', 'BE'), ('an', 'AT'), ('answer', 'NN'), ('.', '.')]"
205,"[('Meanwhile', 'RB'), ('it', 'PP'), ('looked', 'VB'), ('at', 'IN'), ('the', 'AT'), ('scenery', 'NN'), ('.', '.')]"
206,"[('Adult', 'NN'), ('education', 'NN'), ('courses', 'NN'), (',', ','), ('work-study', 'NN'), ('programs', 'NN'), ('of', 'IN'), ('various', 'JJ'), ('sorts', 'NN'), ('--', '--'), ('these', 'NN'), ('are', 'BE'), ('all', 'AB'), ('evidence', 'NN'), ('of', 'IN'), ('a', 'AT'), ('continuing', 'VB'), ('interest', 'NN'), ('of', 'IN'), ('the', 'AT'), ('schools', 'NN'), ('in', 'IN'), ('furthering', 'IN'), ('educational', 'JJ'), ('opportunities', 'NN'), ('for', 'IN'), ('out-of-school', 'JJ'), ('youth', 'NN'), ('.', '.')]"
208,"[(',', ','), ('Dick', 'NP'), ('Stuart', 'NP'), (',', ','), ('Don', 'AT'), ('Hoak', 'AT')]"
209,"[('The', 'AT'), ('New', 'JJ'), ('Bedford', 'NP'), ('Standard-Times', 'NN'), ('has', 'HV'), ('reported', 'VB'), ('Knowlton', 'NN'), ('as', 'CS'), ('saying', 'VB'), (',', ','), ('long', 'RB'), ('after', 'IN'), ('the', 'AT'), ('trial', 'NN'), (',', ','), ('that', 'CS'), ('if', 'CS'), ('he', 'PP'), ('only', 'RB'), ('knew', 'VB'), ('what', 'WD'), ('Borden', 'PP'), ('said', 'VB'), ('during', 'IN'), ('his', 'PP'), ('conversation', 'NN'), ('with', 'IN'), ('Morse', 'NN'), (',', ','), ('he', 'PP'), ('would', 'MD'), ('have', 'HV'), ('convicted', ','), ('``', '``'), ('somebody', 'NN'), (""''"", ""''""), ('.', '.')]"
212,"[('Cape', 'NN'), (""Canaveral's"", 'JJ'), ('achievements', 'NN'), ('thunder', 'VB'), ('forth', 'RB'), ('from', 'IN'), ('the', 'AT'), ('radio', 'NN'), (',', ','), ('television', 'NN'), (',', ','), ('and', 'CC'), ('newspaper', 'NN'), ('.', '.')]"
213,"[('Rimanelli', 'NP'), ('is', 'BE'), ('tough', 'JJ'), ('and', 'CC'), ('square-built', 'NN'), ('and', 'CC'), ('adventurous', 'NN'), (',', ','), ('says', 'VB'), ('what', 'WD'), ('he', 'PP'), ('thinks', 'VB'), ('.', '.')]"
214,"[('You', 'PP'), ('may', 'MD'), ('know', 'VB'), ('that', 'CS'), ('you', 'PP'), ('are', 'BE'), ('in', 'IN'), (""God's"", 'NP'), ('family', 'NN'), ('and', 'CC'), ('be', 'BE'), ('just', 'RB'), ('as', 'CS'), ('sure', 'NN'), ('of', 'IN'), ('it', 'PP'), ('as', 'CS'), ('you', 'PP'), ('are', 'BE'), ('that', 'CS'), ('you', 'PP'), ('belong', 'VB'), ('to', 'IN'), ('the', 'AT'), ('family', 'NN'), ('of', 'IN'), ('your', 'PP'), ('earthly', 'PP'), ('father', 'NN'), ('.', '.')]"
215,"[('A', 'AT'), ('number', 'NN'), ('of', 'IN'), ('adjustment', 'JJ'), ('features', 'NN'), ('are', 'BE'), ('included', 'VB'), ('in', 'IN'), ('the', 'AT'), ('Hesiometer', 'NN'), ('to', 'TO'), ('facilitate', 'AT'), ('measurement', 'NN'), ('and', 'CC'), ('permit', 'VB'), ('ready', 'JJ'), ('removal', 'NN'), ('of', 'IN'), ('coatings', 'NN'), ('deposited', 'VB'), ('on', 'IN'), ('such', 'JJ'), ('substrates', 'NN'), ('as', 'CS'), ('iron', 'NN'), ('and', 'CC'), ('other', 'AP'), ('metals', 'NN'), (',', ','), ('glass', 'NN'), (',', ','), ('wood', 'NN'), (',', ','), ('and', 'CC'), ('plastic', 'NN'), ('surfaces', 'NN'), ('.', '.')]"
216,"[('But', 'CC'), ('it', 'PP'), ('does', 'DO'), ('not', '*'), (',', ','), ('as', 'CS'), ('it', 'PP'), ('claims', 'NN'), (',', ','), ('demonstrate', 'VB'), ('that', 'CS'), ('this', 'DT'), ('could', 'MD'), ('not', '*'), ('be', 'BE'), ('treated', 'VB'), ('by', 'IN'), ('traditional', 'JJ'), ('methods', 'NN'), ('.', '.')]"
217,"[('His', 'PP'), ('reading', 'NN'), ('ranged', 'VB'), ('from', 'IN'), ('Agatha', 'NP'), ('Christie', 'VB'), ('to', 'IN'), ('The', 'AT'), ('Book', 'NN'), ('Of', 'IN'), ('Job', 'NN'), ('and', 'CC'), ('he', 'PP'), ('had', 'HV'), ('an', 'AT'), ('insatiable', 'JJ'), ('interest', 'NN'), ('in', 'IN'), ('his', 'PP'), ('fellow-creatures', 'NN'), (',', ','), ('while', 'CS'), ('his', 'PP'), ('letters', 'NN'), ('were', 'BE'), ('full', 'NN'), ('of', 'IN'), ('gossip', 'NN'), ('about', 'IN'), ('new', 'JJ'), ('politicians', 'NN'), ('and', 'CC'), ('old', 'JJ'), ('men', 'NN'), ('of', 'IN'), ('letters', 'NN'), ('with', 'IN'), ('whom', 'WP'), ('he', 'PP'), ('had', 'HV'), ('been', 'BE'), ('intimately', 'RB'), ('thrown', 'VB'), ('six', 'CD'), ('decades', 'NN'), ('before', 'RB'), ('.', '.')]"
218,"[('A', 'AT'), ('man', 'NN'), ('of', 'IN'), ('vaulting', 'JJ'), ('ambition', 'NN'), (',', ','), ('with', 'IN'), ('one', 'CD'), ('eye', 'NN'), ('on', 'IN'), ('the', 'AT'), ('mayorship', 'NN'), ('of', 'IN'), ('Los', 'NP'), ('Angeles', 'NP'), (',', ','), ('nothing', 'PN'), ('ever', 'RB'), ('escaped', 'VB'), ('him', 'PP'), ('which', 'PP'), ('might', 'MD'), ('possibly', 'RB'), ('lead', 'VB'), ('to', 'IN'), ('personal', 'JJ'), ('publicity', 'NN'), ('.', '.')]"
220,"[('The', 'AT'), ('scholarship', 'NN'), ('plan', 'NN'), ('would', 'MD'), ('provide', 'VB'), ('federal', 'JJ'), ('contributions', 'NN'), ('to', 'IN'), ('each', 'DT'), ('medical', 'NN'), ('and', 'CC'), ('dental', 'JJ'), ('school', 'NN'), ('equal', 'JJ'), ('to', 'TO'), ('$1,500', 'IN'), ('a', 'AT'), ('year', 'NN'), ('for', 'IN'), ('one-fourth', 'NN'), ('of', 'IN'), ('the', 'AT'), ('first', 'OD'), ('year', 'NN'), ('students', 'NN'), ('.', '.')]"
222,"[('The', 'AT'), ('first', 'OD'), ('item', 'NN'), ('in', 'IN'), ('the', 'AT'), ('operand', 'NN'), (',', ','), ('IOCSIXF', 'NN'), (',', ','), ('is', 'BE'), ('used', 'VB'), ('to', 'TO'), ('specify', 'VB'), ('the', 'AT'), ('first', 'OD'), ('IOCS', 'AT'), ('index', 'NN'), ('word', 'NN'), ('for', 'IN'), ('programs', 'NN'), ('using', 'VB'), ('tape', 'NN'), ('files', 'NN'), ('.', '.')]"
228,"[('We', 'PP'), ('found', 'VB'), ('in', 'IN'), ('Gonzales', 'NP'), ('v.', 'AT'), ('United', 'VB'), ('States', 'NN'), (',', ','), ('supra', 'NN'), (',', ','), ('that', 'CS'), ('this', 'DT'), ('was', 'BE'), ('the', 'AT'), ('controlling', 'AT'), ('reason', 'NN'), ('why', 'WR'), ('copies', 'NN'), ('of', 'IN'), ('the', 'AT'), ('recommendation', 'NN'), ('should', 'MD'), ('be', 'BE'), ('furnished', 'VB'), ('a', 'AT'), ('registrant', 'NN'), ('.', '.')]"
229,"[('They', 'PP'), (',', ','), ('in', 'IN'), ('effect', 'NN'), (',', ','), ('have', 'HV'), ('compromised', 'IN'), ('the', 'AT'), ('opposing', 'VB'), ('positions', 'NN'), ('of', 'IN'), ('the', 'AT'), ('nineteenth', 'OD'), ('century', 'NN'), ('.', '.')]"
232,"[('A', 'AT'), ('good', 'JJ'), ('deal', 'NN'), ('of', 'IN'), ('English', 'NP'), ('was', 'BE'), ('spoken', 'VB'), ('on', 'IN'), ('the', 'AT'), ('beach', 'NN'), (',', ','), ('most', 'QL'), ('educated', 'VB'), ('Greeks', 'TO'), ('learn', 'VB'), ('it', 'PP'), ('in', 'IN'), ('childhood', 'NN'), (',', ','), ('and', 'CC'), ('there', 'EX'), ('were', 'BE'), ('also', 'RB'), ('American', 'WD'), ('wives', 'NN'), ('and', 'CC'), ('children', 'NN'), ('of', 'IN'), ('our', 'PP'), ('overseas', 'JJ'), ('servicemen', 'NN'), ('.', '.')]"
234,"[('It', 'PP'), ('suffers', 'NN'), ('from', 'IN'), ('a', 'AT'), ('lack', 'NN'), ('of', 'IN'), ('unity', 'NN'), ('of', 'IN'), ('purpose', 'NN'), ('and', 'CC'), ('respect', 'NN'), ('for', 'IN'), ('heroic', 'JJ'), ('leadership', 'NN'), ('.', '.')]"
237,"[('This', 'DT'), ('group', 'NN'), ('in', 'IN'), ('Park', 'RN'), ('Place', 'AT'), ('Church', 'NN'), ('was', 'BE'), ('made', 'VB'), ('up', 'RP'), ('of', 'IN'), ('the', 'AT'), ('earnest', 'AT'), ('few', 'AP'), ('.', '.')]"
238,"[('Gaines', 'NP'), ('hammered', 'IN'), ('the', 'AT'), ('ball', 'NN'), ('over', 'IN'), ('the', 'AT'), ('left', 'NR'), ('fence', 'NN'), ('for', 'IN'), ('the', 'AT'), ('third', 'OD'), ('Indianapolis', 'TO'), ('run', 'VB'), ('in', 'IN'), ('the', 'AT'), ('ninth', 'NN'), ('.', '.')]"
239,"[('Move', 'VB'), ('from', 'IN'), ('the', 'AT'), ('line', 'NN'), ('or', 'CC'), ('I', 'PP'), ('will', 'MD'), ('settle', 'IN'), ('the', 'AT'), ('whip', 'NN'), ('on', 'IN'), ('you', 'PP'), ('.', '.')]"
241,"[('Marshall', 'NP'), ('Formby', 'NN'), ('of', 'IN'), ('Plainview', 'NN'), (',', ','), ('former', 'NN'), ('chairman', 'NN'), ('of', 'IN'), ('the', 'AT'), ('Texas', 'NP'), ('Highway', 'AT'), ('Commission', 'NN'), (',', ','), ('suggested', 'VB'), ('a', 'AT'), ('plan', 'NN'), ('to', 'TO'), ('fill', 'VB'), ('by', 'IN'), ('appointment', 'AT'), ('future', 'NN'), ('vacancies', 'NN'), ('in', 'IN'), ('the', 'AT'), ('Legislature', 'NN'), ('and', 'CC'), ('Congress', 'NN'), (',', ','), ('eliminating', 'VB'), ('the', 'AT'), ('need', 'NN'), ('for', 'IN'), ('costly', 'AT'), ('special', 'JJ'), ('elections', 'NN'), ('.', '.')]"
243,"[('``', '``'), ('The', 'AT'), ('Forgotten', 'JJ'), ('War', 'NN'), (""''"", ""''""), ('his', 'AT'), ('soldiers', 'NN'), ('called', 'VB'), ('the', 'AT'), ('Burma', 'NN'), ('fighting', 'VB'), ('because', 'CS'), ('the', 'AT'), ('war', 'NN'), ('in', 'IN'), ('Africa', 'NP'), ('and', 'CC'), ('Europe', 'PP'), ('enjoyed', 'VB'), ('priorities', 'NN'), ('in', 'IN'), ('equipment', 'NN'), ('and', 'CC'), ('in', 'IN'), ('headlines', 'NN'), ('.', '.')]"
244,"[(""Oldenburg's"", 'NN'), ('contributions', 'NN'), ('were', 'BE'), ('soon', 'RB'), ('exhausted', 'NN'), ('and', 'CC'), ('the', 'AT'), ('boys', 'NN'), ('had', 'HV'), ('to', 'TO'), ('turn', 'VB'), ('to', 'IN'), ('a', 'AT'), ('wider', 'JJ'), ('circle', 'NN'), ('of', 'IN'), ('the', 'AT'), (""town's"", 'PP'), ('learned', 'VB'), (',', ','), ('such', 'JJ'), ('as', 'CS'), ('the', 'AT'), ('pastor', 'NN'), (',', ','), ('to', 'TO'), ('supplement', 'VB'), ('the', 'AT'), ('simple', 'JJ'), ('teaching', 'NN'), ('.', '.')]"
246,"[('About', 'RB'), ('halfway', 'VB'), ('through', 'IN'), ('the', 'AT'), ('second', 'OD'), ('bottle', 'NN'), (',', ','), ('Charlie', 'NP'), ('looked', 'VB'), ('at', 'IN'), ('me', 'PP'), ('across', 'IN'), ('Pops', 'NN'), (',', ','), ('who', 'WP'), ('was', 'BE'), ('sitting', 'VB'), ('between', 'IN'), ('us', 'PP'), ('and', 'CC'), ('asked', 'VB'), ('``', '``'), ('Now', 'RB'), (""''"", ""''""), ('?', '.'), ('?', '.')]"
251,"[('``', '``'), ('The', 'AT'), ('established', 'VB'), ('pattern', 'NN'), ('of', 'IN'), ('relative', 'JJ'), ('calm', 'NN'), ('in', 'IN'), ('the', 'AT'), ('field', 'NN'), ('of', 'IN'), ('race', 'NN'), ('relations', 'NN'), ('has', 'HV'), ('continued', 'VB'), ('in', 'IN'), ('all', 'AB'), ('areas', 'NN'), (""''"", ""''""), (',', ','), ('reported', 'VB'), ('this', 'DT'), ('group', 'NN'), ('headed', 'VB'), ('by', 'IN'), ('Harold', 'NP'), ('Colee', 'NN'), ('of', 'IN'), ('Jacksonville', 'NN'), ('and', 'CC'), ('including', 'IN'), ('two', 'CD'), ('South', 'JJ'), ('Floridians', 'NN'), (',', ','), ('William', 'NP'), ('D.', 'NP'), ('Singer', 'NN'), ('and', 'CC'), ('John', 'NP'), ('B.', 'NP'), ('Turner', 'NN'), ('of', 'IN'), ('Miami', 'NP'), ('.', '.')]"
252,"[('Martin', 'NP'), ('Tahse', 'NN'), ('has', 'HV'), ('established', 'VB'), ('quite', 'IN'), ('a', 'AT'), ('reputation', 'NN'), ('for', 'IN'), ('himself', 'PP'), ('as', 'CS'), ('a', 'AT'), ('successful', 'JJ'), ('stager', 'NN'), ('of', 'IN'), ('touring', 'JJ'), ('productions', 'NN'), ('.', '.')]"
256,"[('John', 'NP'), ('leaned', 'VB'), ('upon', 'IN'), ('the', 'AT'), ('stone', 'NN'), ('balustrade', 'NN'), ('.', '.')]"
259,"[('Acey', 'NP'), (""Squire's"", 'NN'), ('station', 'NN'), ('wagon', 'NN'), ('.', '.')]"
260,"[('They', 'PP'), ('are', 'BE'), ('likely', 'JJ'), ('to', 'TO'), ('lose', 'VB'), ('dominant', 'JJ'), ('stress', 'NN'), ('.', '.')]"
263,"[('There', 'EX'), ('was', 'BE'), ('something', 'PN'), ('about', 'IN'), ('his', 'PP'), ('face', 'NN'), ('that', 'WP'), ('disturbed', 'VB'), ('me', 'PP'), ('and', 'CC'), ('it', 'PP'), ('took', 'VB'), ('several', 'AP'), ('seconds', 'NN'), ('to', 'TO'), ('realize', 'VB'), ('what', 'NN'), ('.', '.')]"
266,"[(""He's"", 'PP'), ('mad', 'NN'), ('at', 'IN'), ('a', 'AT'), ('world', 'NN'), ('he', 'PP'), ('did', 'DO'), ('not', '*'), ('make', 'VB'), ('.', '.')]"
268,"[('Finally', 'RB'), (',', ','), ('Mercer', 'NP'), ('did', 'DO'), ('manage', 'VB'), ('to', 'TO'), ('follow', 'VB'), (""B'dikkat"", 'VB'), ('to', 'IN'), ('the', 'AT'), ('door', 'NN'), ('of', 'IN'), ('the', 'AT'), ('cabin', 'NN'), ('.', '.')]"
272,"[('She', 'PP'), (""didn't"", 'DO'), ('say', 'VB'), ('you', 'PP'), ('were', 'BE'), ('puny', 'NN'), ('.', '.')]"
274,"[('``', '``'), (""I'm"", 'PP'), ('mad', 'NN'), (""''"", ""''""), (',', ','), ('shouted', 'VB'), ('Payne', 'NN'), (',', ','), ('as', 'CS'), ('he', 'PP'), ('ran', 'VB'), ('out', 'RP'), ('into', 'IN'), ('the', 'AT'), ('hall', 'NN'), ('.', '.')]"
276,"[('``', '``'), ('Dingy-looking', 'NN'), (""''"", ""''""), (',', ','), ('was', 'BE'), ('what', 'WD'), ('she', 'PP'), ('said', 'VB'), ('.', '.')]"
279,"[('The', 'AT'), ('physical', 'JJ'), ('film', 'NN'), ('is', 'BE'), ('cut', 'VB'), ('with', 'IN'), ('a', 'AT'), ('knife', 'NN'), ('at', 'IN'), ('the', 'AT'), ('end', 'NN'), ('of', 'IN'), ('one', 'CD'), ('complete', 'JJ'), ('sequence', 'NN'), (',', ','), ('and', 'CC'), ('the', 'AT'), ('cut', 'NN'), ('edge', 'NN'), ('is', 'BE'), ('joined', 'VB'), ('physically', 'NN'), (',', ','), ('by', 'IN'), ('cement', 'NN'), (',', ','), ('to', 'IN'), ('the', 'AT'), ('cut', 'NN'), ('edge', 'NN'), ('of', 'IN'), ('the', 'AT'), ('beginning', 'NN'), ('of', 'IN'), ('the', 'AT'), ('next', 'AP'), ('sequence', 'NN'), ('.', '.')]"
280,"[('In', 'IN'), ('45', 'CD'), ('minutes', 'NN'), (',', ','), ('the', 'AT'), ('Gallery', 'NN'), ('leaders', 'NN'), ('had', 'HV'), ('given', 'VB'), ('the', 'AT'), ('students', 'NN'), ('a', 'AT'), ('quick', 'JJ'), ('rundown', 'NN'), ('on', 'IN'), ('art', 'NN'), ('from', 'IN'), ('the', 'AT'), ('Renaissance', 'NN'), ('to', 'IN'), ('the', 'AT'), ('late', 'JJ'), ('19th', 'OD'), ('Century', 'NN'), ('.', '.')]"
283,"[('Nothing', 'PN'), ('would', 'MD'), ('change', 'VB'), (',', ','), ('nothing', 'PP'), ('would', 'MD'), ('ever', 'RB'), ('change', 'NN'), ('.', '.')]"
285,"[('In', 'IN'), ('its', 'PP'), ('ruling', 'NN'), (',', ','), ('the', 'AT'), ('state', 'NN'), ('Board', 'NN'), ('of', 'IN'), ('Education', 'NN'), ('upheld', 'VB'), ('Dr.', 'NN'), ('Michael', 'NP'), ('F.', 'NP'), ('Walsh', 'NN'), (',', ','), ('state', 'NN'), ('commissioner', 'NN'), ('of', 'IN'), ('education', 'NN'), (',', ','), ('who', 'WP'), ('had', 'HV'), ('ruled', 'VB'), ('previously', 'VB'), ('that', 'CS'), ('the', 'AT'), ('Warwick', 'NN'), ('board', 'NN'), ('erred', 'NN'), ('when', 'WR'), ('it', 'PP'), ('named', 'VB'), ('Maurice', 'NP'), ('F.', 'NP'), ('Tougas', 'NN'), ('as', 'CS'), ('coordinator', 'NN'), ('of', 'IN'), ('audio-visual', 'JJ'), ('education', 'NN'), ('without', 'IN'), ('first', 'RB'), ('finding', 'VB'), ('that', 'CS'), ('the', 'AT'), ('school', 'NN'), (""superintendent's"", 'AT'), ('candidate', 'NN'), ('was', 'BE'), ('not', '*'), ('suitable', 'NN'), ('.', '.')]"
288,"[('They', 'PP'), ('hope', 'NN'), (',', ','), ('of', 'IN'), ('course', 'NN'), (',', ','), ('to', 'TO'), ('reclaim', 'IN'), ('the', 'AT'), ('non-Catholic', 'JJ'), ('population', 'NN'), ('to', 'IN'), ('the', 'AT'), ('Catholic', 'JJ'), ('faith', 'NN'), (',', ','), ('and', 'CC'), ('at', 'IN'), ('every', 'AT'), ('Sunday', 'NR'), ('Benediction', 'CS'), ('they', 'PP'), ('recite', 'VB'), ('by', 'IN'), ('heart', 'IN'), ('the', 'AT'), ('``', '``'), ('Prayer', 'NN'), ('for', 'IN'), ('England', 'NP'), (""''"", ""''""), (':', ':')]"
289,"[('``', '``'), (""Don't"", 'DO'), ('worry', 'VB'), ('about', 'IN'), ('me', 'PP'), ('.', '.')]"
291,"[('The', 'AT'), ('State', 'NN'), ('Ballet', 'NN'), ('of', 'IN'), ('Rhode', 'NP'), ('Island', 'NN'), ('Week', 'NN'), ('proclamation', 'NN'), ('by', 'IN'), ('John', 'NP'), ('A.', 'NP'), ('Notte', 'NP'), (',', ','), ('Jr.', 'NP'), (',', ','), ('Governor', 'NN')]"
296,"[('There', 'EX'), ('was', 'BE'), ('about', 'RB'), ('that', 'CS'), ('song', 'VB'), ('something', 'PN'), ('incandescent', 'NN'), (',', ','), ('for', 'IN'), ('this', 'DT'), ('Brahms', 'PP'), ('was', 'BE'), ('Milstein', 'NN'), ('at', 'IN'), ('white', 'JJ'), ('heat', 'NN'), ('.', '.')]"
297,"[('It', 'PP'), ('was', 'BE'), ('indeed', 'RB'), ('a', 'AT'), ('remarkable', 'JJ'), ('feat', 'NN'), ('that', 'CS'), ('a', 'AT'), ('man', 'NN'), ('who', 'WP'), ('had', 'HV'), ('had', 'HV'), ('no', 'AT'), ('experience', 'NN'), ('of', 'IN'), ('bridge', 'NN'), ('building', 'NN'), ('should', 'MD'), ('have', 'HV'), ('applied', 'VB'), ('the', 'AT'), ('principle', 'NN'), ('of', 'IN'), ('the', 'AT'), ('arch', 'NN'), (',', ','), ('which', 'WD'), ('appears', 'VB'), ('in', 'IN'), ('his', 'PP'), ('famous', 'JJ'), ('bridges', 'NN'), ('at', 'IN'), ('Portsmouth', 'NN'), (',', ','), ('Haverhill', 'NN'), (',', ','), ('and', 'CC'), ('Philadelphia', 'NN'), ('.', '.')]"
299,"[('This', 'DT'), ('was', 'BE'), ('also', 'RB'), ('used', 'VB'), ('for', 'IN'), ('sores', 'NN'), ('.', '.')]"
301,"[('But', 'CC'), ('it', 'PP'), ('is', 'BE'), ('the', 'AT'), ('wooden', 'JJ'), ('sculpture', 'NN'), ('from', 'IN'), ('Bali', 'NN'), (',', ','), ('the', 'AT'), ('one', 'PN'), ('representing', 'IN'), ('two', 'CD'), ('men', 'NN'), ('with', 'IN'), ('their', 'PP'), ('heads', 'NN'), ('bent', 'VB'), ('backward', 'NN'), ('and', 'CC'), ('their', 'PP'), ('bodies', 'NN'), ('interlaced', 'VB'), ('by', 'IN'), ('a', 'AT'), ('fish', 'NN'), (',', ','), ('that', 'CS'), ('I', 'PP'), ('particularly', 'TO'), ('call', 'VB'), ('to', 'IN'), ('your', 'PP'), ('attention', 'NN'), ('.', '.')]"
302,"[('It', 'PP'), ('is', 'BE'), ('not', '*'), ('having', 'IN'), ('his', 'PP'), ('baby', 'NN'), ('nestled', 'AT'), ('warm', 'JJ'), ('and', 'CC'), ('fat', 'NN'), ('against', 'IN'), ('your', 'PP'), ('breast', 'NN'), ('and', 'CC'), ('it', 'PP'), ('is', 'BE'), ('not', '*'), ('having', 'HV'), ('somebody', 'NN'), ('that', 'WP'), ('really', 'RB'), ('gives', 'VB'), ('a', 'AT'), ('damn', 'NN'), ('whether', 'CS'), ('some', 'DT'), ('tramp', 'RN'), ('cracks', 'IN'), ('your', 'PP'), ('skull', 'NN'), ('.', '.')]"
